CustomerKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,DateFirstPurchase,CommuteDistance
11572,Billy,Moreno,"Moreno, Billy",15-03-1966 00:00,M,M,30000,1,1,Bachelors,Skilled Manual,1,2,"8733, rue Basse-du-Rocher",12-12-2015 00:00,0-1 Miles
11573,Meagan,Subram,"Subram, Meagan",15-11-1965 00:00,S,F,20000,2,2,High School,Manual,1,1,7469 Paradise Ct.,28-07-2016 00:00,0-1 Miles
11574,Karla,Luo,"Luo, Karla",17-07-1965 00:00,S,F,20000,2,2,High School,Manual,1,1,7390 Discovery Bay,16-03-2016 00:00,0-1 Miles
11575,Jackson,Campbell,"Campbell, Jackson",21-04-1965 00:00,S,M,20000,2,2,High School,Manual,1,2,2109 Mt. Washington,23-01-2015 00:00,0-1 Miles
11576,Micah,Zhu,"Zhu, Micah",10-02-1965 00:00,M,M,30000,1,1,Bachelors,Skilled Manual,1,2,"68, avenue de l´ Union Centrale",18-12-2015 00:00,0-1 Miles
11577,Janet,Serrano,"Serrano, Janet",22-10-1965 00:00,M,F,30000,1,1,Bachelors,Skilled Manual,1,2,6788 Edward Ave,24-12-2015 00:00,0-1 Miles
11578,Trisha,Huang,"Huang, Trisha",08-11-1964 00:00,S,F,10000,3,2,Partial High School,Manual,1,2,"33, place de la République",02-12-2015 00:00,0-1 Miles
11579,Clayton,Beck,"Beck, Clayton",20-08-1964 00:00,S,M,20000,3,3,High School,Manual,1,1,3626 N Ranchford Court,01-08-2016 00:00,0-1 Miles
11580,Melvin,Raje,"Raje, Melvin",12-09-1933 00:00,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,9113 Flamingo Dr.,18-04-2016 00:00,2-5 Miles
11581,Cindy,Jordan,"Jordan, Cindy",04-09-1966 00:00,M,F,40000,0,0,Bachelors,Professional,1,0,"987, rue de la Centenaire",15-02-2016 00:00,0-1 Miles
11582,Claudia,Ma,"Ma, Claudia",13-04-1963 00:00,S,F,30000,2,2,Partial College,Clerical,1,0,"222, rue de Cambrai",10-12-2015 00:00,0-1 Miles
11583,Karla,Xu,"Xu, Karla",26-09-1965 00:00,S,F,30000,2,2,Partial College,Clerical,1,0,"79, rue de la Comédie",24-12-2015 00:00,0-1 Miles
11584,Devin,Carter,"Carter, Devin",22-11-1965 00:00,M,M,40000,1,0,Bachelors,Skilled Manual,1,0,Buergermeister-ulrich-str 5,19-09-2016 00:00,0-1 Miles
11585,Kari,Perez,"Perez, Kari",08-03-1965 00:00,M,F,40000,1,0,Bachelors,Skilled Manual,1,0,6124 Clayton Road,,0-1 Miles
11586,Alberto,Romero,"Romero, Alberto",15-12-1965 00:00,M,M,40000,1,0,Bachelors,Skilled Manual,1,0,2348 Fruitwood,30-10-2016 00:00,0-1 Miles
11587,Kevin,Bryant,"Bryant, Kevin",21-10-1964 00:00,S,M,30000,2,2,Partial College,Clerical,1,2,"21, rue du Puits Dixme",02-12-2015 00:00,0-1 Miles
11588,Candace,Mehta,"Mehta, Candace",14-07-1964 00:00,M,F,30000,2,2,Partial College,Clerical,0,2,"24, rue Royale",02-12-2015 00:00,0-1 Miles
11589,Ebony,Malhotra,"Malhotra, Ebony",04-05-1964 00:00,M,F,40000,1,0,Bachelors,Skilled Manual,1,0,7959 Mt. Wilson Way,06-06-2016 00:00,0-1 Miles
11590,Erika,Diaz,"Diaz, Erika",18-10-1963 00:00,S,F,30000,2,2,Partial College,Clerical,1,2,Attaché de Presse,04-12-2015 00:00,0-1 Miles
11591,Stacey,Lu,"Lu, Stacey",16-05-1963 00:00,S,F,30000,3,3,Partial College,Clerical,1,0,"67, avenue de l´ Union Centrale",14-01-2014 00:00,0-1 Miles
11592,Darrell,Raji,"Raji, Darrell",04-09-1978 00:00,S,M,20000,0,0,High School,Manual,0,1,"68, impasse Notre-Dame",14-01-2014 00:00,2-5 Miles
11593,Armando,Moreno,"Moreno, Armando",25-03-1977 00:00,S,M,20000,0,0,High School,Manual,1,1,"121, rue de Cambrai",24-01-2014 00:00,2-5 Miles
11594,Corey,Goel,"Goel, Corey",04-11-1979 00:00,S,M,20000,4,4,High School,Manual,1,2,"11, rue de l'Espace De Schengen",18-08-2016 00:00,0-1 Miles
11595,Sebastian,Howard,"Howard, Sebastian",02-07-1979 00:00,S,M,20000,5,5,High School,Manual,1,3,Höhenstr 9419,,0-1 Miles
11596,Roger,Raje,"Raje, Roger",03-09-1963 00:00,M,M,40000,1,0,Bachelors,Skilled Manual,1,0,9100 Main Street,03-10-2016 00:00,0-1 Miles
11597,Janelle,Chandra,"Chandra, Janelle",06-02-1978 00:00,S,F,30000,3,3,Partial College,Clerical,1,2,"25, avenue de la Gare",,0-1 Miles
11598,Meredith,Ruiz,"Ruiz, Meredith",02-07-1978 00:00,S,F,30000,3,3,Partial College,Clerical,1,3,Holzstr 6444,12-03-2015 00:00,0-1 Miles
11599,Melody,Diaz,"Diaz, Melody",16-09-1977 00:00,S,F,20000,0,0,High School,Manual,0,1,Attaché de Presse,21-01-2014 00:00,1-2 Miles
11600,Linda,Rubio,"Rubio, Linda",07-04-1977 00:00,S,F,30000,0,0,Partial College,Clerical,0,1,"2616, rue de Linois",07-05-2016 00:00,2-5 Miles
11601,Ivan,Raman,"Raman, Ivan",21-08-1977 00:00,S,M,30000,0,0,Partial College,Clerical,1,1,"335, rue Basse-du-Rocher",22-01-2014 00:00,2-5 Miles
11602,Larry,Gill,"Gill, Larry",13-04-1977 00:00,S,M,30000,0,0,Partial College,Clerical,0,1,Am Gallberg 645,11-07-2016 00:00,2-5 Miles
11603,Geoffrey,Gonzalez,"Gonzalez, Geoffrey",06-02-1977 00:00,S,M,30000,0,0,Partial College,Clerical,0,1,1538 Golden Meadow,21-01-2015 00:00,0-1 Miles
11604,Edgar,Sanchez,"Sanchez, Edgar",03-06-1977 00:00,S,M,30000,0,0,Partial College,Clerical,1,1,6543 Jacobsen Street,06-01-2015 00:00,2-5 Miles
11605,Heidi,Subram,"Subram, Heidi",20-11-1976 00:00,S,F,20000,0,0,High School,Manual,0,1,Auf den Kuhlen Straße 9,09-03-2015 00:00,1-2 Miles
11606,Melody,Ramos,"Ramos, Melody",03-02-1975 00:00,S,F,10000,0,0,Partial High School,Manual,0,2,"2, rue de la Comédie",11-01-2014 00:00,0-1 Miles
11607,Clinton,Moreno,"Moreno, Clinton",09-05-1975 00:00,S,M,20000,0,0,High School,Manual,1,1,"610, rue des Rosiers",22-01-2014 00:00,2-5 Miles
11608,Cesar,Madan,"Madan, Cesar",04-03-1976 00:00,S,M,20000,0,0,High School,Manual,0,1,"774, rue Descartes",15-12-2016 00:00,5-10 Miles
11609,Eugene,Ye,"Ye, Eugene",26-06-1976 00:00,S,M,30000,0,0,Partial College,Clerical,0,1,2877 Bounty Way,31-01-2015 00:00,0-1 Miles
11610,Blake,Collins,"Collins, Blake",23-04-1975 00:00,S,M,30000,0,0,Partial College,Clerical,0,1,4519 Lydia Lane,13-01-2015 00:00,0-1 Miles
11611,Ernest,Lin,"Lin, Ernest",27-02-1974 00:00,M,M,20000,0,0,Partial High School,Manual,0,1,"65, rue Faubourg St Antoine",26-01-2014 00:00,2-5 Miles
11612,Keith,Andersen,"Andersen, Keith",11-10-1974 00:00,S,M,20000,0,0,Partial High School,Manual,0,2,2411 Clark Creek Lane,05-02-2015 00:00,0-1 Miles
11613,Meredith,Prasad,"Prasad, Meredith",03-11-1975 00:00,S,F,30000,0,0,Partial College,Clerical,0,1,Hunzinger Allee 292,14-05-2015 00:00,0-1 Miles
11614,Katrina,Sharma,"Sharma, Katrina",17-08-1975 00:00,S,F,30000,0,0,Partial College,Clerical,0,1,Nollendorfplatz 62,11-05-2015 00:00,2-5 Miles
11615,Dwayne,Navarro,"Navarro, Dwayne",21-11-1975 00:00,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,5717 Monterey Ave,25-02-2015 00:00,1-2 Miles
11616,Casey,Nath,"Nath, Casey",09-03-1975 00:00,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,3728 Chinquapin Ct.,06-02-2015 00:00,1-2 Miles
11617,Sean,Brooks,"Brooks, Sean",04-04-1959 00:00,S,M,60000,4,0,Graduate Degree,Skilled Manual,0,0,6616 Baird Court,13-09-2014 00:00,0-1 Miles
11618,Brian,Ramirez,"Ramirez, Brian",24-04-1959 00:00,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,9145 Danesta Dr.,13-02-2016 00:00,1-2 Miles
11619,Sierra,Young,"Young, Sierra",01-05-1973 00:00,S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,3230 Virginia Hills,12-02-2016 00:00,1-2 Miles
11620,Megan,Rodriguez,"Rodriguez, Megan",20-04-1973 00:00,S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,7285 Roanwood Way,12-02-2016 00:00,0-1 Miles
11621,Leah,She,"She, Leah",19-02-1973 00:00,S,F,50000,0,0,Graduate Degree,Skilled Manual,0,0,8120 E Leland,02-08-2016 00:00,0-1 Miles
11622,Gabriel,Allen,"Allen, Gabriel",17-12-1973 00:00,M,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,8520 Waterview Place,10-04-2016 00:00,0-1 Miles
11623,Angela,Perry,"Perry, Angela",27-06-1973 00:00,S,F,50000,1,0,Graduate Degree,Skilled Manual,1,0,4117 Missing Canyon Court,10-09-2014 00:00,1-2 Miles
11624,Ryan,Smith,"Smith, Ryan",23-03-1973 00:00,S,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,5462 El Pintado Rd.,24-09-2014 00:00,1-2 Miles
11625,Zachary,Moore,"Moore, Zachary",19-01-1973 00:00,M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,9734 Jane Ct.,27-09-2014 00:00,1-2 Miles
11626,Destiny,Rogers,"Rogers, Destiny",14-06-1973 00:00,M,F,50000,1,0,Graduate Degree,Skilled Manual,1,0,3588 Vancouver Way,04-09-2014 00:00,0-1 Miles
11627,Dalton,Gray,"Gray, Dalton",27-02-1973 00:00,M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,4833 Nottingham Pl.,28-08-2016 00:00,0-1 Miles
11628,Mariah,Wood,"Wood, Mariah",17-05-1972 00:00,S,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,4088 Mills Place,15-09-2014 00:00,1-2 Miles
11629,Isaiah,Wright,"Wright, Isaiah",08-02-1971 00:00,S,M,40000,4,4,High School,Skilled Manual,1,3,7501 Sandy Cove Lane,28-09-2014 00:00,10+ Miles
11630,Haley,Powell,"Powell, Haley",25-12-1971 00:00,M,F,60000,1,0,Graduate Degree,Skilled Manual,1,0,418 Alfred Avenue,24-09-2014 00:00,0-1 Miles
11631,Antonio,Bennett,"Bennett, Antonio",13-02-1971 00:00,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,6200 Mt. Pisgah,11-02-2016 00:00,0-1 Miles
11632,Alexandra,Jenkins,"Jenkins, Alexandra",06-05-1971 00:00,M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0,346 Sutcliffe Pl.,03-02-2016 00:00,1-2 Miles
11633,Thomas,Anderson,"Anderson, Thomas",26-05-1972 00:00,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,8307 Monument Blvd.,16-11-2016 00:00,0-1 Miles
11634,Samuel,Collins,"Collins, Samuel",12-06-1972 00:00,M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,2240 Inverness Dr.,12-03-2016 00:00,2-5 Miles
11635,Darrell,Chande,"Chande, Darrell",14-08-1972 00:00,M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,3767 Banana Court,12-02-2016 00:00,2-5 Miles
11636,Kimberly,Cox,"Cox, Kimberly",22-12-1972 00:00,S,F,60000,1,0,Graduate Degree,Professional,1,0,752 Shuey Ave,14-09-2016 00:00,2-5 Miles
11637,Morgan,Hernandez,"Hernandez, Morgan",14-08-1972 00:00,M,F,70000,1,0,Graduate Degree,Professional,1,0,3767 Benet Court,12-02-2016 00:00,2-5 Miles
11638,Antonio,Powell,"Powell, Antonio",12-03-1972 00:00,M,M,70000,1,0,Graduate Degree,Professional,1,0,1328 Huntleigh Dr.,21-10-2016 00:00,0-1 Miles
11639,Angelica,Perry,"Perry, Angelica",23-12-1972 00:00,M,F,70000,1,0,Graduate Degree,Professional,1,0,4059 High Street,12-11-2016 00:00,2-5 Miles
11640,Chloe,Wilson,"Wilson, Chloe",03-05-1970 00:00,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,8885 Alta Vista,16-03-2016 00:00,2-5 Miles
11641,James,Chen,"Chen, James",12-08-1970 00:00,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,3797 Baird Court,03-02-2016 00:00,0-1 Miles
11642,Morgan,Hughes,"Hughes, Morgan",26-12-1970 00:00,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,3441 Wellington Ct.,13-02-2016 00:00,2-5 Miles
11643,Naomi,Munoz,"Munoz, Naomi",27-07-1970 00:00,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,316 Rose Ann Ave,23-04-2016 00:00,2-5 Miles
11644,Charles,Torres,"Torres, Charles",07-10-1969 00:00,S,M,40000,2,2,Bachelors,Skilled Manual,1,0,7347 Ready Road,18-05-2016 00:00,2-5 Miles
11645,Gabriella,Turner,"Turner, Gabriella",19-10-1969 00:00,S,F,40000,2,2,Bachelors,Skilled Manual,1,0,9976 Manila Avenue,13-11-2016 00:00,2-5 Miles
11646,Anna,Foster,"Foster, Anna",19-03-1969 00:00,S,F,40000,2,2,Bachelors,Skilled Manual,1,0,6580 Poor Ridge Court,16-07-2016 00:00,2-5 Miles
11647,Randy,Wu,"Wu, Randy",22-09-1969 00:00,S,M,40000,2,2,Bachelors,Skilled Manual,0,0,589 Ashwood Dr.,19-02-2016 00:00,0-1 Miles
11648,Kevin,Scott,"Scott, Kevin",16-04-1969 00:00,S,M,60000,1,0,Graduate Degree,Professional,1,0,4414 Kendree St.,29-08-2016 00:00,2-5 Miles
11649,Ian,White,"White, Ian",26-01-1969 00:00,M,M,60000,1,0,Graduate Degree,Professional,1,0,6289 Duck Horn Court,07-04-2016 00:00,2-5 Miles
11650,Caleb,Hayes,"Hayes, Caleb",26-07-1969 00:00,M,M,60000,1,0,Graduate Degree,Professional,1,0,3824 White Dr,19-02-2016 00:00,0-1 Miles
11651,Patricia,Garcia,"Garcia, Patricia",17-12-1971 00:00,M,F,60000,1,0,Graduate Degree,Professional,1,0,2500 Ward Court,05-03-2016 00:00,2-5 Miles
11652,Samuel,Russell,"Russell, Samuel",05-05-1971 00:00,M,M,60000,1,0,Graduate Degree,Professional,1,0,9668 Fieldbrook Pl,28-06-2016 00:00,0-1 Miles
11653,Sydney,Peterson,"Peterson, Sydney",08-06-1971 00:00,S,F,60000,1,0,Graduate Degree,Professional,1,0,3152 Woodcrest Drive,18-04-2016 00:00,2-5 Miles
11654,Ariana,Sanchez,"Sanchez, Ariana",19-09-1971 00:00,M,F,60000,1,0,Graduate Degree,Professional,1,0,5278 Mill Road,20-10-2014 00:00,2-5 Miles
11655,Tamara,Sharma,"Sharma, Tamara",01-04-1971 00:00,S,F,70000,2,0,Graduate Degree,Professional,1,0,4221 Birch Bark Road,01-10-2016 00:00,2-5 Miles
11656,Katelyn,Perez,"Perez, Katelyn",20-09-1971 00:00,M,F,70000,3,0,Graduate Degree,Professional,1,0,7494 Sunset Circle,14-09-2016 00:00,2-5 Miles
11657,Megan,Cox,"Cox, Megan",04-05-1971 00:00,M,F,70000,3,0,Graduate Degree,Professional,1,0,9825 Coralie Drive,26-05-2016 00:00,2-5 Miles
11658,Robert,Mitchell,"Mitchell, Robert",07-02-1969 00:00,M,M,60000,1,0,Graduate Degree,Professional,1,0,9350 Mt. Hood Circle,25-04-2016 00:00,0-1 Miles
11659,Miguel,Adams,"Adams, Miguel",22-04-1969 00:00,S,M,60000,1,0,Graduate Degree,Professional,1,0,4912 Mellowood Street,10-05-2016 00:00,2-5 Miles
11660,Miranda,Gonzales,"Gonzales, Miranda",22-01-1969 00:00,M,F,60000,1,0,Graduate Degree,Professional,1,0,2458 Blocking Ct.,09-05-2016 00:00,2-5 Miles
11661,Jeremiah,James,"James, Jeremiah",07-01-1970 00:00,S,M,60000,1,0,Graduate Degree,Professional,1,0,4909 Vine Lane,08-04-2016 00:00,2-5 Miles
11662,Ethan,Kumar,"Kumar, Ethan",04-07-1970 00:00,S,M,60000,2,0,Graduate Degree,Professional,1,0,447 Barberry Court,07-05-2016 00:00,2-5 Miles
11663,Seth,Williams,"Williams, Seth",25-02-1970 00:00,M,M,70000,4,0,Graduate Degree,Professional,1,0,3796 Peachwillow,30-10-2014 00:00,0-1 Miles
11664,Alyssa,Morgan,"Morgan, Alyssa",09-02-1970 00:00,S,F,70000,4,0,Graduate Degree,Professional,1,0,6751 Yosemite Ct.,29-10-2014 00:00,2-5 Miles
11665,Janet,Dominguez,"Dominguez, Janet",13-12-1970 00:00,M,F,70000,4,0,Graduate Degree,Professional,1,0,8914 Jam Way,15-10-2014 00:00,2-5 Miles
11666,Angel,Baker,"Baker, Angel",17-12-1970 00:00,M,M,80000,2,0,Graduate Degree,Professional,1,0,7119 Iowa Drive,19-10-2014 00:00,0-1 Miles
11667,Blake,Moore,"Moore, Blake",21-06-1967 00:00,M,M,70000,2,2,Bachelors,Skilled Manual,1,1,1245 Clay Road,05-07-2016 00:00,2-5 Miles
11668,Jada,Collins,"Collins, Jada",07-09-1967 00:00,S,F,70000,2,2,Bachelors,Skilled Manual,1,1,1978 Medina Dr.,18-12-2016 00:00,2-5 Miles
11669,Isabella,Simmons,"Simmons, Isabella",21-10-1967 00:00,S,F,70000,2,2,Bachelors,Skilled Manual,1,1,3495 Virginia Lane,19-08-2016 00:00,2-5 Miles
11670,Jacqueline,Perry,"Perry, Jacqueline",17-10-1967 00:00,S,F,70000,2,2,Bachelors,Skilled Manual,1,1,2326 MountainAire Parkway,15-04-2016 00:00,2-5 Miles
11671,Jessica,Brown,"Brown, Jessica",18-05-1966 00:00,S,F,60000,3,3,Bachelors,Skilled Manual,0,0,8874 Dallis Drive,23-10-2014 00:00,0-1 Miles
11672,Chad,Jai,"Jai, Chad",21-09-1966 00:00,M,M,60000,3,3,Bachelors,Skilled Manual,1,1,1386 Fillet Ave.,26-07-2016 00:00,2-5 Miles
11673,Susan,Ye,"Ye, Susan",07-02-1966 00:00,S,F,60000,3,3,Bachelors,Skilled Manual,1,1,2093 Dubhe Court,03-02-2016 00:00,0-1 Miles
11674,Morgan,Rogers,"Rogers, Morgan",18-08-1966 00:00,M,F,60000,0,0,Graduate Degree,Professional,1,0,1168 Escobar,01-06-2016 00:00,2-5 Miles
11675,Devin,Martinez,"Martinez, Devin",02-02-1966 00:00,S,M,70000,4,0,Graduate Degree,Professional,1,0,5571 Crawford,27-10-2014 00:00,2-5 Miles
11676,Alan,Hu,"Hu, Alan",13-02-1966 00:00,M,M,80000,0,0,Graduate Degree,Professional,1,0,970 Pheasant Circle,21-08-2016 00:00,0-1 Miles
11677,Charles,Walker,"Walker, Charles",14-10-1969 00:00,S,M,60000,2,0,Graduate Degree,Professional,1,0,189 Richview Dr,07-04-2016 00:00,2-5 Miles
11678,Johnny,Chavez,"Chavez, Johnny",28-01-1969 00:00,M,M,70000,5,0,Graduate Degree,Professional,1,0,4778 Geary Road,12-10-2014 00:00,2-5 Miles
11679,Dalton,Richardson,"Richardson, Dalton",08-05-1969 00:00,M,M,70000,5,5,Graduate Degree,Professional,1,2,6453 Castle Hill Road,15-10-2016 00:00,2-5 Miles
11680,Kaylee,Nelson,"Nelson, Kaylee",04-09-1969 00:00,M,F,70000,5,5,Graduate Degree,Professional,1,2,7755 West Road,04-09-2016 00:00,0-1 Miles
11681,Abigail,Jones,"Jones, Abigail",07-08-1969 00:00,M,F,70000,5,5,Graduate Degree,Professional,1,2,1433 C Mt. Hood Crest,08-03-2016 00:00,2-5 Miles
11682,Kaitlyn,Hall,"Hall, Kaitlyn",16-03-1969 00:00,M,F,70000,5,5,Graduate Degree,Professional,0,2,5715 5th Ave.,08-09-2016 00:00,0-1 Miles
11683,Greg,Taylor,"Taylor, Greg",05-01-1969 00:00,M,M,80000,2,0,Graduate Degree,Professional,1,0,1052 Stanford Street,07-10-2014 00:00,0-1 Miles
11684,Devin,Parker,"Parker, Devin",01-10-1965 00:00,S,M,40000,0,0,Bachelors,Professional,0,1,4024 Calhoun Court,02-07-2016 00:00,2-5 Miles
11685,Jose,Griffin,"Griffin, Jose",07-02-1965 00:00,M,M,40000,0,0,Bachelors,Professional,0,1,4769 Book Ct,12-03-2016 00:00,0-1 Miles
11686,Luke,Edwards,"Edwards, Luke",13-04-1965 00:00,S,M,40000,0,0,Bachelors,Professional,0,1,4895 Hickory Drive,09-03-2016 00:00,2-5 Miles
11687,Cody,Torres,"Torres, Cody",13-07-1965 00:00,S,M,40000,0,0,Bachelors,Professional,0,1,3889 Castle Hill Road,14-04-2016 00:00,0-1 Miles
11688,Victoria,Morris,"Morris, Victoria",25-12-1965 00:00,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,7675 Moss Hollow Court,04-10-2014 00:00,2-5 Miles
11689,Ian,Diaz,"Diaz, Ian",06-09-1965 00:00,M,M,80000,3,3,Bachelors,Skilled Manual,1,2,4091 Hill Meadow Pl.,27-08-2016 00:00,2-5 Miles
11690,Caroline,Butler,"Butler, Caroline",13-01-1965 00:00,M,F,60000,0,0,Graduate Degree,Professional,1,0,5629 Seagull Court,27-10-2014 00:00,2-5 Miles
11691,Kaitlyn,Wilson,"Wilson, Kaitlyn",03-01-1964 00:00,S,F,40000,0,0,Bachelors,Professional,0,1,24 Roslyn Drive,12-02-2016 00:00,2-5 Miles
11692,Caleb,Gonzales,"Gonzales, Caleb",19-06-1964 00:00,M,M,40000,0,0,Bachelors,Professional,0,1,2150 Pershing Dr,08-07-2016 00:00,0-1 Miles
11693,Hailey,Diaz,"Diaz, Hailey",24-09-1964 00:00,S,F,50000,4,4,Bachelors,Skilled Manual,0,2,9063 Vista Aven.,01-02-2016 00:00,0-1 Miles
11694,Jonathon,Ortega,"Ortega, Jonathon",24-03-1964 00:00,M,M,50000,4,4,Bachelors,Skilled Manual,1,4,4453 Bannock Ct.,13-04-2016 00:00,10+ Miles
11695,Logan,Campbell,"Campbell, Logan",11-01-1964 00:00,M,M,50000,5,5,Bachelors,Skilled Manual,1,3,8910 Hilltop Road,11-04-2016 00:00,5-10 Miles
11696,Mackenzie,Campbell,"Campbell, Mackenzie",05-04-1964 00:00,S,F,50000,5,5,Bachelors,Skilled Manual,1,3,5905 Hawthorne Dr.,03-10-2014 00:00,5-10 Miles
11697,Eduardo,Lee,"Lee, Eduardo",24-06-1964 00:00,M,M,50000,4,2,Bachelors,Skilled Manual,1,2,265 Jeff Ct,08-08-2016 00:00,0-1 Miles
11698,Jackson,Wright,"Wright, Jackson",25-11-1964 00:00,M,M,50000,4,2,Bachelors,Skilled Manual,1,2,7796 Adobe Drive,02-04-2016 00:00,2-5 Miles
11699,Chase,Peterson,"Peterson, Chase",16-03-1963 00:00,S,M,60000,4,2,Bachelors,Skilled Manual,0,2,4315 Glenside Ct.,30-05-2016 00:00,0-1 Miles
11700,Xavier,Richardson,"Richardson, Xavier",25-11-1963 00:00,S,M,60000,4,2,Bachelors,Professional,0,2,3249 E Leland,06-02-2016 00:00,0-1 Miles
11701,David,Hayes,"Hayes, David",24-08-1963 00:00,M,M,60000,4,2,Bachelors,Professional,1,2,3570 Book Ct,26-04-2016 00:00,2-5 Miles
11702,Jenny,Zhou,"Zhou, Jenny",17-10-1963 00:00,S,F,60000,4,2,Bachelors,Professional,1,2,2107 Cardinal,18-05-2016 00:00,0-1 Miles
11703,Kaylee,Baker,"Baker, Kaylee",24-06-1968 00:00,S,F,60000,0,0,Bachelors,Professional,0,1,4668 Chilpancingo Park,17-02-2016 00:00,0-1 Miles
11704,Evan,Hernandez,"Hernandez, Evan",01-06-1968 00:00,S,M,60000,0,0,Bachelors,Professional,0,1,6337 Margo Drive,08-07-2016 00:00,2-5 Miles
11705,Brooke,Richardson,"Richardson, Brooke",21-05-1968 00:00,S,F,60000,2,2,Graduate Degree,Professional,1,0,4171 Miller Avenue,30-10-2014 00:00,2-5 Miles
11706,Blake,Perez,"Perez, Blake",14-02-1963 00:00,M,M,60000,4,2,Bachelors,Professional,1,2,3064 Fern Leaf Lane,09-03-2016 00:00,2-5 Miles
11707,Natalie,Cook,"Cook, Natalie",22-12-1963 00:00,S,F,60000,4,2,Bachelors,Professional,1,3,1064 William Way,12-10-2014 00:00,0-1 Miles
11708,Elizabeth,Weisman,"Weisman, Elizabeth",19-09-1963 00:00,S,F,60000,4,2,Bachelors,Professional,1,3,7085 Valley Run,27-10-2014 00:00,2-5 Miles
11709,Hailey,Collins,"Collins, Hailey",19-02-1963 00:00,S,F,60000,3,2,Graduate Degree,Professional,0,0,5609 Gary Drive,12-03-2016 00:00,0-1 Miles
11710,Zoe,Ramirez,"Ramirez, Zoe",20-03-1962 00:00,M,F,40000,3,2,High School,Skilled Manual,1,2,8085 Grasswood Ct,26-11-2016 00:00,2-5 Miles
11711,Daniel,Davis,"Davis, Daniel",08-12-1962 00:00,S,M,70000,1,0,Bachelors,Professional,0,1,263 La Orinda Pl.,11-02-2016 00:00,0-1 Miles
11712,Shelby,Rogers,"Rogers, Shelby",03-11-1962 00:00,M,F,70000,1,0,Partial College,Skilled Manual,1,1,16 White Pl.,08-02-2016 00:00,2-5 Miles
11713,Kyle,Zhang,"Zhang, Kyle",20-03-1962 00:00,M,M,70000,1,0,Partial College,Skilled Manual,1,1,4417 W. Watson Court,08-07-2016 00:00,0-1 Miles
11714,Alexandria,Long,"Long, Alexandria",18-10-1962 00:00,M,F,70000,1,0,Partial College,Skilled Manual,1,1,5543 Hamilton Ave.,22-02-2016 00:00,2-5 Miles
11715,Chloe,Robinson,"Robinson, Chloe",21-09-1962 00:00,M,F,70000,1,0,Partial College,Skilled Manual,1,1,6779 Willcrest Circle,28-12-2016 00:00,2-5 Miles
11716,Evan,Kelly,"Kelly, Evan",21-10-1961 00:00,S,M,40000,4,2,High School,Skilled Manual,1,2,9531 Lancaster,02-06-2016 00:00,2-5 Miles
11717,Marcus,Jones,"Jones, Marcus",02-09-1961 00:00,M,M,60000,1,0,Partial College,Skilled Manual,0,1,4836 Marina,26-05-2016 00:00,0-1 Miles
11718,Sarah,Jones,"Jones, Sarah",14-11-1961 00:00,M,F,60000,1,0,Partial College,Skilled Manual,1,1,2935 Pine Creek Way,07-03-2016 00:00,0-1 Miles
11719,Blake,Green,"Green, Blake",08-05-1960 00:00,M,M,40000,4,2,High School,Skilled Manual,1,2,2850 D Bel Air Dr,28-04-2016 00:00,2-5 Miles
11720,Morgan,Morris,"Morris, Morgan",26-03-1960 00:00,M,F,40000,4,2,High School,Skilled Manual,1,2,9671 Leewood Place,18-05-2016 00:00,2-5 Miles
11721,Jennifer,Alexander,"Alexander, Jennifer",22-01-1960 00:00,M,F,40000,4,2,High School,Skilled Manual,1,2,4195 San Paolo,17-06-2016 00:00,0-1 Miles
11722,Julian,Hughes,"Hughes, Julian",02-07-1960 00:00,M,M,60000,1,0,Partial College,Skilled Manual,1,1,4408 Trinity Ave.,31-07-2016 00:00,0-1 Miles
11723,Luke,Coleman,"Coleman, Luke",21-08-1967 00:00,S,M,70000,0,0,Partial College,Skilled Manual,0,1,613 Glen Wood Drive,04-02-2016 00:00,2-5 Miles
